CountryName,H1B,H1B1,161591
Algeria,75,0,
Angola,2,0,
Benin,13,0,
Botswana,9,0,
Burkina Faso,6,0,
Burundi,0,0,
Cameroon,80,0,
Cape Verde,0,0,
Central African Republic,0,0,
Chad,2,0,
Comoros,0,0,
Republic of the Congo,1,0,
Democratic Republic of the Congo,14,0,
Cote dIvoire ,29,0,
Djibouti,1,0,
Egypt,484,0,
Equatorial Guinea,0,0,
Eritrea,3,0,
Ethiopia,46,0,
Gabon,5,0,
The Gambia,12,0,
Ghana,144,0,
Guinea,9,0,
Guinea-Bissau,0,0,
Kenya,229,0,
Lesotho,2,0,
Liberia,13,0,
Libya,3,0,
Madagascar,6,0,
Malawi,7,0,
Mali,9,0,
Mauritania,4,0,
Mauritius,36,0,
Morocco,196,0,
Mozambique,9,0,
Namibia,3,0,
Niger,4,0,
Nigeria,441,0,
Rwanda,1,0,
Sao Tome and Principe,1,0,
Senegal,56,0,
Seychelles,1,0,
Sierra Leone,20,0,
Somalia,4,0,
South Africa,1529,0,
Sudan,49,0,
Swaziland,0,0,
Tanzania,46,0,
Togo,9,0,
Tunisia,53,0,
Uganda,35,0,
Zambia,20,0,
Zimbabwe,102,0,
Afghanistan,12,0,
Bahrain,6,0,
Bangladesh,975,0,
Bhutan,2,0,
Brunei,3,0,
Burma,59,0,
Cambodia,6,0,
China,9076,0,
Taiwan,2906,0,
Hong Kong,260,0,
India,74078,0,
Indonesia,1462,0,
Iran,485,0,
Iraq,157,0,
Israel,1454,0,
Japan,4096,0,
Jordan,464,0,
North Korea,1,0,
South Korea,2899,0,
Kuwait,17,0,
Laos,2,0,
Lebanon,372,0,
Macau,25,0,
Malaysia,1411,0,
Maldives,0,0,
Mongolia,27,0,
Nepal,246,0,
Oman,5,0,
Pakistan,2903,0,
Palestinian Authority Travel Document,26,0,
Philippines,4470,0,
Qatar,1,0,
Saudi Arabia,46,0,
Singapore,722,0,
Sri Lanka,451,0,
Syria,299,0,
Thailand,796,0,
Timor-Leste,0,0,
United Arab Emirates,8,0,
Vietnam,86,0,
Yemen,18,0,
Albania,53,0,
Andorra,2,0,
Armenia,138,0,
Austria,330,0,
Azerbaijan,28,0,
Belarus,258,0,
Belgium,418,0,
Bosnia and Herzegovina,68,0,
Bulgaria,747,0,
Croatia,219,0,
Cyprus,114,0,
Czech Republic,225,0,
Denmark,375,0,
Estonia,52,0,
Finland,213,0,
France,3450,0,
Georgia,67,0,
Germany,3190,0,
Great Britain and Northern Ireland,8462,0,
Greece,352,0,
Hungary,299,0,
Iceland,47,0,
Ireland,848,0,
Italy,1251,0,
Kazakhstan,63,0,
Kyrgyzstan,10,0,
Latvia,47,0,
Liechtenstein,5,0,
Lithuania,128,0,
Luxembourg,15,0,
Macedonia,53,0,
Malta,10,0,
Moldova,63,0,
Monaco,1,0,
Netherlands,882,0,
Norway,300,0,
Poland,506,0,
Portugal,186,0,
Romania,700,0,
Russia,2167,0,
San Marino,0,0,
Serbia and Montenegro,372,0,
Slovakia,172,0,
Slovenia,48,0,
Spain,1091,0,
Sweden,789,0,
Switzerland,610,0,
Tajikistan,1,0,
Turkey,1404,0,
Turkmenistan,2,0,
Ukraine,755,0,
Uzbekistan,29,0,
Vatican City,0,0,
Antigua and Barbuda,11,0,
The Bahamas,140,0,
Barbados,54,0,
Belize,36,0,
Canada,118,0,
Costa Rica,156,0,
Cuba,17,0,
Dominica,11,0,
Dominican Republic,146,0,
El Salvador,73,0,
Grenada,11,0,
Guatemala,114,0,
Haiti,30,0,
Honduras,68,0,
Jamaica,285,0,
Mexico,2915,0,
Nicaragua,32,0,
Panama,155,0,
Saint Kitts and Nevis,7,0,
Saint Lucia,15,0,
Saint Vincent and the Grenadines,6,0,
Trinidad and Tobago,276,0,
Australia,2176,0,
Fiji,8,0,
Kiribati,0,0,
Marshall Islands,0,0,
Federated States of Micronesia,0,0,
Nauru,1,0,
New Zealand,681,0,
Palau,0,0,
Papua New Guinea,2,0,
Samoa,1,0,
Solomon Islands,0,0,
Tonga,1,0,
Tuvalu,0,0,
Vanuatu,0,0,
Argentina,1106,0,
Bolivia,67,0,
Brazil,2367,0,
Chile,278,0,
Colombia,1881,0,
Ecuador,296,0,
Guyana,32,0,
Paraguay,27,0,
Peru,561,0,
Suriname,9,0,
Uruguay,92,0,
Venezuela,1559,0,
