CountryName,H1B,H1B1,139022
Algeria,36,0,
Angola,8,0,
Benin,13,0,
Botswana,21,0,
Burkina Faso,14,0,
Burundi,0,0,
Cameroon,68,0,
Cape Verde,0,0,
Central African Republic,2,0,
Chad,4,0,
Comoros,1,0,
Republic of the Congo,1,0,
Democratic Republic of the Congo,20,0,
Cote dIvoire ,36,0,
Djibouti,0,0,
Egypt,293,0,
Equatorial Guinea,2,0,
Eritrea,2,0,
Ethiopia,31,0,
Gabon,4,0,
The Gambia,5,0,
Ghana,185,0,
Guinea,9,0,
Guinea-Bissau,1,0,
Kenya,318,0,
Lesotho,0,0,
Liberia,5,0,
Libya,1,0,
Madagascar,6,0,
Malawi,12,0,
Mali,7,0,
Mauritania,4,0,
Mauritius,24,0,
Morocco,144,0,
Mozambique,6,0,
Namibia,4,0,
Niger,11,0,
Nigeria,409,0,
Rwanda,2,0,
Sao Tome and Principe,0,0,
Senegal,65,0,
Seychelles,1,0,
Sierra Leone,17,0,
Somalia,0,0,
South Africa,992,0,
Sudan,11,0,
Swaziland,2,0,
Tanzania,53,0,
Togo,6,0,
Tunisia,39,0,
Uganda,32,0,
Zambia,24,0,
Zimbabwe,94,0,
Afghanistan,5,0,
Bahrain,17,0,
Bangladesh,384,0,
Bhutan,1,0,
Brunei,2,0,
Burma,33,0,
Cambodia,2,0,
China,6583,0,
Taiwan,2662,0,
Hong Kong,343,0,
India,63737,0,
Indonesia,685,0,
Iran,153,0,
Iraq,66,0,
Israel,1520,0,
Japan,4214,0,
Jordan,258,0,
North Korea,0,0,
South Korea,3422,0,
Kuwait,15,0,
Laos,2,0,
Lebanon,363,0,
Macau,16,0,
Malaysia,1050,0,
Maldives,0,0,
Mongolia,33,0,
Nepal,251,0,
Oman,10,0,
Pakistan,1279,0,
Palestinian Authority Travel Document,11,0,
Philippines,3467,0,
Qatar,3,0,
Saudi Arabia,28,0,
Singapore,600,46,
Sri Lanka,477,0,
Syria,71,0,
Thailand,615,0,
Timor-Leste,0,0,
United Arab Emirates,1,0,
Vietnam,107,0,
Yemen,7,0,
Albania,83,0,
Andorra,0,0,
Armenia,89,0,
Austria,272,0,
Azerbaijan,30,0,
Belarus,156,0,
Belgium,359,0,
Bosnia and Herzegovina,67,0,
Bulgaria,519,0,
Croatia,141,0,
Cyprus,102,0,
Czech Republic,254,0,
Denmark,314,0,
Estonia,51,0,
Finland,159,0,
France,2715,0,
Georgia,79,0,
Germany,2859,0,
Great Britain and Northern Ireland,6557,0,
Greece,400,0,
Hungary,244,0,
Iceland,57,0,
Ireland,792,0,
Italy,1219,0,
Kazakhstan,80,0,
Kyrgyzstan,17,0,
Latvia,60,0,
Liechtenstein,2,0,
Lithuania,117,0,
Luxembourg,12,0,
Macedonia,47,0,
Malta,13,0,
Moldova,63,0,
Monaco,0,0,
Netherlands,692,0,
Norway,217,0,
Poland,551,0,
Portugal,175,0,
Romania,757,0,
Russia,1484,0,
San Marino,0,0,
Serbia and Montenegro,326,0,
Slovakia,186,0,
Slovenia,43,0,
Spain,1067,0,
Sweden,600,0,
Switzerland,456,0,
Tajikistan,3,0,
Turkey,1710,0,
Turkmenistan,3,0,
Ukraine,447,0,
Uzbekistan,35,0,
Vatican City,0,0,
Antigua and Barbuda,22,0,
The Bahamas,185,0,
Barbados,89,0,
Belize,34,0,
Canada,65,0,
Costa Rica,155,0,
Cuba,3,0,
Dominica,23,0,
Dominican Republic,173,0,
El Salvador,58,0,
Grenada,17,0,
Guatemala,115,0,
Haiti,38,0,
Honduras,97,0,
Jamaica,591,0,
Mexico,3016,0,
Nicaragua,36,0,
Panama,158,0,
Saint Kitts and Nevis,10,0,
Saint Lucia,18,0,
Saint Vincent and the Grenadines,16,0,
Trinidad and Tobago,306,0,
Australia,1614,0,
Fiji,7,0,
Kiribati,0,0,
Marshall Islands,0,0,
Federated States of Micronesia,0,0,
Nauru,0,0,
New Zealand,467,0,
Palau,0,0,
Papua New Guinea,2,0,
Samoa,2,0,
Solomon Islands,0,0,
Tonga,0,0,
Tuvalu,0,0,
Vanuatu,0,0,
Argentina,1507,0,
Bolivia,110,0,
Brazil,2174,0,
Chile,333,26,
Colombia,2174,0,
Ecuador,351,0,
Guyana,58,0,
Paraguay,41,0,
Peru,714,0,
Suriname,3,0,
Uruguay,141,0,
Venezuela,1808,0,
