CountryName,H1B,H1B1,162228
Algeria,22,0,
Angola,5,0,
Benin,5,0,
Botswana,5,0,
Burkina Faso,7,0,
Burundi,4,0,
Cabo Verde,2,0,
Cameroon,72,0,
Central African Republic,0,0,
Chad,0,0,
Comoros,0,0,
Republic of the Congo,9,0,
Democratic Republic of the Congo,0,0,
Cote dIvoire,22,0,
Djibouti,0,0,
Egypt,258,0,
Equatorial Guinea,1,0,
Eritrea,4,0,
Ethiopia,36,0,
Gabon,7,0,
The Gambia,6,0,
Ghana,127,0,
Guinea,2,0,
Guinea-Bissau,0,0,
Kenya,153,0,
Lesotho,2,0,
Liberia,1,0,
Libya,17,0,
Madagascar,22,0,
Malawi,7,0,
Mali,9,0,
Mauritania,2,0,
Mauritius,27,0,
Morocco,58,0,
Mozambique,2,0,
Namibia,5,0,
Niger,2,0,
Nigeria,469,0,
Rwanda,8,0,
Sao Tome and Principe,0,0,
Senegal,34,0,
Seychelles,0,0,
Sierra Leone,3,0,
Somalia,0,0,
South Africa,248,0,
South Sudan,3,0,
Sudan,11,0,
Swaziland,5,0,
Tanzania,41,0,
Togo,3,0,
Tunisia,21,0,
Uganda,36,0,
Zambia,16,0,
Zimbabwe,71,0,
Afghanistan,10,0,
Bahrain,12,0,
Bangladesh,188,0,
Bhutan,8,0,
Brunei,0,0,
Burma,33,0,
Cambodia,11,0,
China,14871,0,
Taiwan,1505,0,
Hong Kong,254,0,
India,108817,0,
Indonesia,453,0,
Iran,170,0,
Iraq,12,0,
Israel,597,0,
Japan,1369,0,
Jordan,232,0,
North Korea,0,0,
South Korea,2727,0,
Kuwait,8,0,
Laos,2,0,
Lebanon,227,0,
Macau,17,0,
Malaysia,443,0,
Maldives,1,0,
Mongolia,24,0,
Nepal,585,0,
Oman,2,0,
Pakistan,670,0,
Palestinian Authority Travel Document,18,0,
Philippines,1700,0,
Qatar,1,0,
Saudi Arabia,51,0,
Singapore,348,472,
Sri Lanka,234,0,
Syria,40,0,
Thailand,245,0,
Timor-Leste,0,0,
United Arab Emirates,1,0,
Vietnam,426,0,
Yemen,2,0,
Albania,59,0,
Andorra,1,0,
Armenia,59,0,
Austria,108,0,
Azerbaijan,45,0,
Belarus,96,0,
Belgium,157,0,
Bosnia and Herzegovina,35,0,
Bulgaria,233,0,
Croatia,68,0,
Cyprus,40,0,
Czech Republic,79,0,
Denmark,133,0,
Estonia,18,0,
Finland,86,0,
France,1709,0,
Georgia,25,0,
Germany,1213,0,
Great Britain and Northern Ireland,2509,0,
Greece,341,0,
Hungary,139,0,
Iceland,33,0,
Ireland,651,0,
Italy,1030,0,
Kazakhstan,64,0,
Kosovo,15,0,
Kyrgyzstan,24,0,
Latvia,29,0,
Liechtenstein,1,0,
Lithuania,47,0,
Luxembourg,6,0,
Macedonia,31,0,
Malta,6,0,
Moldova,33,0,
Monaco,1,0,
Montenegro,14,0,
Netherlands,287,0,
Norway,68,0,
Poland,287,0,
Portugal,168,0,
Romania,291,0,
Russia,735,0,
San Marino,1,0,
Serbia  ,214,0,
Slovakia,80,0,
Slovenia,33,0,
Spain,977,0,
Sweden,242,0,
Switzerland,167,0,
Tajikistan,14,0,
Turkey,1040,0,
Turkmenistan,11,0,
Ukraine,311,0,
Uzbekistan,45,0,
Vatican City,0,0,
Antigua and Barbuda,5,0,
The Bahamas,113,0,
Barbados,27,0,
Belize,17,0,
Canada,44,0,
Costa Rica,92,0,
Cuba,2,0,
Dominica,12,0,
Dominican Republic,132,0,
El Salvador,81,0,
Grenada,26,0,
Guatemala,76,0,
Haiti,17,0,
Honduras,88,0,
Jamaica,185,0,
Mexico,3243,0,
Nicaragua,36,0,
Panama,41,0,
Saint Kitts and Nevis,10,0,
Saint Lucia,21,0,
Saint Vincent and the Grenadines,5,0,
Trinidad and Tobago,177,0,
Australia,424,0,
Fiji,3,0,
Kiribati,1,0,
Marshall Islands,0,0,
Federated States of Micronesia,0,0,
Nauru,0,0,
New Zealand,253,0,
Palau,0,0,
Papua New Guinea,1,0,
Samoa,0,0,
Solomon Islands,0,0,
Tonga,0,0,
Tuvalu,0,0,
Vanuatu,0,0,
Argentina,434,0,
Bolivia,74,0,
Brazil,1352,0,
Chile,156,398,
Colombia,714,0,
Ecuador,150,0,
Guyana,14,0,
Paraguay,22,0,
Peru,291,0,
Suriname,4,0,
Uruguay,58,0,
Venezuela,664,0,
